categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title,average_salary
"[{""id"":38,""category"":""Social Services""}]",Full Time,7/7/2023,FALSE,MCF-2023-0274349,6/7/2023,4/8/2023,1,24,487,5,1,,Middle Management,PERTAPIS Education and Welfare Centre,4000,3500,Monthly,0,Re-open,Deputy Head of Home (PHH),3750
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""},{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,########,FALSE,MCF-2023-0274069,4/8/2023,4/8/2023,0,0,25,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3500,2800,Monthly,0,Closed,Marketing Executive (SGX Listed Medical Company),3150
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,########,FALSE,MCF-2023-0274094,4/8/2023,4/8/2023,0,1,36,3,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2400,1800,Monthly,0,Closed,Admin & Accounts Assistant (Medical MNC),2100
"[{""id"":16,""category"":""General Management""},{""id"":17,""category"":""General Work""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Temporary,6/9/2023,TRUE,MCF-2023-0274391,########,4/8/2023,1,12,202,0,2,,Fresh/entry level,METRO (PRIVATE) LIMITED,10,9,Monthly,0,Closed,Replenishment Crew (Part Time),9.5
"[{""id"":2,""category"":""Admin / Secretarial""}]",Flexi-work,5/8/2023,FALSE,MCF-2023-0274428,4/8/2023,4/8/2023,0,3,45,1,1,,Fresh/entry level,WWW.MAXICAB.COM HOLDINGS PTE. LTD.,2700,1800,Monthly,0,Closed,Sales,2250
"[{""id"":10,""category"":""Education and Training""}]",Full Time,########,FALSE,MCF-2023-0274031,########,4/8/2023,2,11,244,5,1,,Professional,EVERSAFE ACADEMY PTE. LTD.,5000,4500,Monthly,0,Re-open,Full Time Trainer,4750
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":6,""category"":""Building and Construction""},{""id"":9,""category"":""Design""},{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274366,4/8/2023,4/8/2023,0,2,46,1,1,,Executive,PEOPLE PROFILERS PTE. LTD.,5000,3600,Monthly,0,Closed,PROJECT COORDINATOR - Up to $5K (Able to draw CAD/ MNC),4300
"[{""id"":8,""category"":""Customer Service""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274024,4/8/2023,4/8/2023,0,0,70,2,1,,Executive,RANDSTAD PTE. LIMITED,3000,2000,Monthly,0,Closed,Customer Service Executive (Luxury Retail),2500
"[{""id"":10,""category"":""Education and Training""}]",Part Time,########,FALSE,MCF-2023-0274032,########,4/8/2023,2,59,1090,5,1,,Professional,EVERSAFE ACADEMY PTE. LTD.,9000,5000,Monthly,0,Re-open,Full Time Trainer/ Associate Trainer,7000
"[{""id"":8,""category"":""Customer Service""},{""id"":15,""category"":""F&B""},{""id"":17,""category"":""General Work""},{""id"":19,""category"":""Hospitality""},{""id"":35,""category"":""Sales / Retail""}]",Part Time,5/8/2023,FALSE,MCF-2023-0090301,4/8/2023,2/5/2023,2,11,463,0,3,,Fresh/entry level,BREAD DE DULCE PTE. LTD.,1850,1650,Monthly,0,Closed,$1850/month SUBWAY Service Crew #SENIORS/STUDENTSWELCOME,1750
"[{""id"":20,""category"":""Human Resources""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274040,4/8/2023,4/8/2023,0,1,38,3,1,,Executive,RECRUITPEDIA PTE. LTD.,4000,3000,Monthly,0,Closed,Payroll Specialist (Global Logistics MNC),3500
"[{""id"":15,""category"":""F&B""}]",Part Time,5/8/2023,FALSE,MCF-2023-0274372,4/8/2023,4/8/2023,0,1,57,0,15,,Fresh/entry level,ZENSHO JAPANESE RESTAURANT COMPANY PTE. LTD.,2601,2000,Monthly,0,Closed,SERVICE CREWS - SUKIYA PLAZA SINGAPURA (5 DAYS WORK),2300.5
"[{""id"":26,""category"":""Marketing / Public Relations""}]",Permanent,########,FALSE,MCF-2023-0274076,4/8/2023,4/8/2023,0,1,42,3,1,,Manager,RECRUITPEDIA PTE. LTD.,6000,4500,Monthly,0,Closed,Assistant Digital Marketing Manager (Luxury Retail),5250
"[{""id"":21,""category"":""Information Technology""}]",Permanent,########,FALSE,MCF-2023-0274063,4/8/2023,4/8/2023,0,15,84,1,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,4500,3500,Monthly,0,Closed,Analyst Programmer (No experience needed) FMCG MNC,4000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Contract,5/8/2023,FALSE,MCF-2023-0274370,4/8/2023,4/8/2023,0,7,81,1,1,,Junior Executive,ADECCO PERSONNEL PTE LTD,2800,2300,Monthly,0,Closed,Shipping/ Order Processing (Up to $3.2k/ Training Provided!),2550
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274052,4/8/2023,4/8/2023,0,0,32,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,7000,5500,Monthly,0,Closed,Electrical Production Engineer (ISO13485) - MNC,6250
"[{""id"":8,""category"":""Customer Service""},{""id"":16,""category"":""General Management""},{""id"":25,""category"":""Manufacturing""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274573,4/8/2023,4/8/2023,0,52,552,5,3,,Senior Management,JIE SENG ENTERPRISE PTE. LTD.,5500,3000,Monthly,0,Closed,Driver,4250
"[{""id"":11,""category"":""Engineering""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274622,4/8/2023,4/8/2023,0,1,63,1,1,,Fresh/entry level,TRUST RECRUIT PTE. LTD.,3300,3000,Monthly,0,Closed,"Research & Design / R&D Engineer ( MNC , Electrical , Electronics , Mechanical , AWS + VB !!! ) - URGENT HIRING!!!",3150
"[{""id"":20,""category"":""Human Resources""}]",Contract,5/8/2023,FALSE,MCF-2023-0274588,4/8/2023,4/8/2023,0,12,121,2,2,,Executive,CRIMSONLOGIC PTE LTD,6000,3000,Monthly,0,Closed,Senior HR Executive (L&D),4500
"[{""id"":8,""category"":""Customer Service""}]",Contract,5/8/2023,FALSE,MCF-2023-0274507,4/8/2023,4/8/2023,0,1,25,2,1,,Non-executive,RECRUITPEDIA PTE. LTD.,3000,2500,Monthly,0,Closed,Show Flat Assistant / 1 Year Contract / South,2750
"[{""id"":5,""category"":""Banking and Finance""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274603,4/8/2023,4/8/2023,0,2,75,1,10,,Junior Executive,FORTE EMPLOYMENT SERVICES PTE. LTD.,6000,2300,Monthly,0,Closed,Bank Sales Consultant (GROSS $6000),4150
"[{""id"":10,""category"":""Education and Training""}]",Full Time,5/8/2023,TRUE,MCF-2023-0274489,4/8/2023,4/8/2023,0,1,36,1,2,,Junior Executive,LEARNING KIDZ ACADEMY PTE. LTD.,3400,2600,Monthly,0,Closed,Childcare Teachers @ Serangoon,3000
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274514,4/8/2023,4/8/2023,0,0,24,5,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,6000,4500,Monthly,0,Closed,Piping Engineer/Water Treatment MNC/ South (1 year Renewable Contract),5250
"[{""id"":15,""category"":""F&B""}]",Permanent,########,FALSE,MCF-2023-0274442,########,4/8/2023,1,0,34,1,8,,Professional,BONCHON SINGAPORE PTE. LTD.,3200,2000,Monthly,0,Closed,F&B Dining Supervisor / Outlet management,2600
"[{""id"":21,""category"":""Information Technology""}]",Internship/Attachment,5/8/2023,FALSE,MCF-2023-0274505,4/8/2023,4/8/2023,0,8,109,0,3,,Fresh/entry level,SILVER ROC PTE. LTD.,1200,1000,Monthly,0,Closed,Ecommerce Operations Interns,1100
"[{""id"":8,""category"":""Customer Service""}]",Part Time,5/8/2023,FALSE,MCF-2023-0036408,4/8/2023,########,2,14,261,0,2,,Fresh/entry level,JOHWA HAIR & LIVING PTE. LTD.,4300,2400,Monthly,0,Closed,Hair Assistant,3350
"[{""id"":11,""category"":""Engineering""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Permanent,########,FALSE,MCF-2023-0184073,########,3/8/2023,2,26,417,2,2,,Executive,HITACHI AQUA-TECH ENGINEERING PTE. LTD.,5500,3800,Monthly,0,Closed,Proposal Engineer (Water Treatment),4650
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0274436,4/8/2023,4/8/2023,0,2,114,5,7,,Professional,TECHNOPALS PTE. LTD.,10000,5500,Monthly,0,Closed,SAP ABAP Consultant,7750
"[{""id"":15,""category"":""F&B""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274609,4/8/2023,4/8/2023,0,0,35,1,5,,Junior Executive,FORTE EMPLOYMENT SERVICES PTE. LTD.,2600,1800,Monthly,0,Closed,Chef /Cook (Western Cook)/$2600),2200
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274498,4/8/2023,4/8/2023,0,3,75,1,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3800,3000,Monthly,0,Closed,Junior Accounts Executive (Full set of Accounts) / Town Area (CBD),3400
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274554,4/8/2023,4/8/2023,0,17,121,8,1,,Manager,RANDSTAD PTE. LIMITED,14500,8000,Monthly,0,Closed,Snr / Industrial Sales Manager (IC 100% Hunter Role) B2B HVAC,11250
"[{""id"":21,""category"":""Information Technology""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274616,4/8/2023,4/8/2023,0,68,283,2,1,,Junior Executive,TRUST RECRUIT PTE. LTD.,3800,2800,Monthly,0,Closed,"Desktop Engineer ( EUC , IT Support , Level 1 & 2 , Hardware , Window OS ) - FAST HIRED!!!",3300
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":29,""category"":""Professional Services""},{""id"":33,""category"":""Repair and Maintenance""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274568,4/8/2023,4/8/2023,0,2,32,3,1,,Executive,RECRUIT LYNC PTE. LTD.,4500,3500,Monthly,0,Closed,(C) Lift Customer Engineer (Maintenance & Servicing),4000
"[{""id"":19,""category"":""Hospitality""}]",Full Time,5/8/2023,FALSE,MCF-2023-0228810,4/8/2023,########,1,9,144,2,4,,Non-executive,UOL CLAYMORE INVESTMENT PTE. LTD.,2300,2000,Monthly,0,Closed,Guest Service Ambassador (Front Office),2150
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274600,4/8/2023,4/8/2023,0,3,76,1,1,,Junior Executive,FORTE EMPLOYMENT SERVICES PTE. LTD.,2600,1900,Monthly,0,Closed,Warehouse Assistant (5.5days/GROSS$2300),2250
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274583,4/8/2023,4/8/2023,0,3,55,2,1,,Executive,FORTE EMPLOYMENT SERVICES PTE. LTD.,2600,1800,Monthly,0,Closed,Sales cum Admin Coordinator,2200
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":6,""category"":""Building and Construction""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274490,4/8/2023,4/8/2023,0,7,41,1,1,,Executive,PEOPLE PROFILERS PTE. LTD.,3600,2800,Monthly,0,Closed,PROJECT SITE ADMIN â€“ CONSTRUCTION (Up to $3.6K + AWS + VB),3200
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0274484,4/8/2023,4/8/2023,0,1,36,8,3,,Manager,SWARNAM INTERNATIONAL TRADING PTE. LTD.,5000,3000,Monthly,0,Closed,Supervisor,4000
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0274432,4/8/2023,4/8/2023,0,1,51,8,3,,Senior Executive,QUANTUM INFOTECH SOLUTIONS PTE. LTD.,12000,8000,Monthly,0,Closed,Technical Lead,10000
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":5,""category"":""Banking and Finance""},{""id"":7,""category"":""Consulting""},{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Contract,5/8/2023,FALSE,MCF-2023-0274566,4/8/2023,4/8/2023,0,2,576,0,5,,Fresh/entry level,RECRUITMENT EXPRESS,10000,3000,Monthly,0,Closed,â¤ï¸Career Switchâ¤ï¸Sales Personnelâ¤ï¸100% Customers Providedâ¤ï¸Client Relationship Marketingâ¤ï¸50% Work From Home Flexible Systemâ¤ï¸,6500
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":32,""category"":""Real Estate / Property Management""},{""id"":33,""category"":""Repair and Maintenance""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274471,4/8/2023,4/8/2023,0,4,47,1,1,,Executive,PEOPLE PROFILERS PTE. LTD.,4200,3200,Monthly,0,Closed,FACILITIES ENGINEER - Central (Up to $4.2K/ Office Building),3700
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274481,4/8/2023,4/8/2023,0,12,83,1,1,,Manager,PEOPLE PROFILERS PTE. LTD.,8000,5500,Monthly,0,Closed,PROJECT MANAGER â€“ CONSTRUCTION (M&E),6750
"[{""id"":7,""category"":""Consulting""},{""id"":8,""category"":""Customer Service""},{""id"":19,""category"":""Hospitality""},{""id"":28,""category"":""Personal Care / Beauty""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274596,4/8/2023,4/8/2023,0,1,40,1,3,,Non-executive,URBAN SPA,5000,3000,Monthly,0,Closed,SPA THERAPIST,4000
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":6,""category"":""Building and Construction""},{""id"":8,""category"":""Customer Service""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""}]",Full Time,7/3/2023,FALSE,MCF-2022-0965926,6/3/2023,########,2,36,491,1,2,,Non-executive,SRP CONSTRUCTION PTE. LTD.,4300,3600,Monthly,0,Re-open,Assistant Engineer,3950
"[{""id"":15,""category"":""F&B""}]",Part Time,5/8/2023,FALSE,MCF-2023-0066029,4/8/2023,########,1,0,55,1,4,,Professional,BONCHON SINGAPORE PTE. LTD.,2800,1500,Monthly,0,Closed,F&B Kitchen Operation Team @ Multi Location,2150
"[{""id"":21,""category"":""Information Technology""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":41,""category"":""Others""}]",Contract,5/8/2023,FALSE,MCF-2023-0274610,4/8/2023,4/8/2023,0,2,31,4,1,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,6000,4500,Monthly,0,Closed,Project Manager (Leading Utilities) | Up $6000 + Bonus | Kallang Sector ~,5250
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0274478,4/8/2023,4/8/2023,0,7,71,6,2,,Senior Management,SWARNAM INTERNATIONAL TRADING PTE. LTD.,10000,6000,Monthly,0,Closed,Executive Manager,8000
"[{""id"":10,""category"":""Education and Training""}]",Contract,5/8/2023,FALSE,MCF-2023-0274448,4/8/2023,4/8/2023,0,5,79,2,2,,Non-executive,ST ANDREW'S MISSION HOSPITAL,2400,1800,Monthly,0,Closed,Teacher (Student Care),2100
"[{""id"":8,""category"":""Customer Service""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274542,4/8/2023,4/8/2023,0,2,39,1,30,,Non-executive,AEON SEARCH CONSULTING PTE. LTD.,2500,1500,Monthly,0,Closed,CALL CENTRE AGENT X 10 (TEMP TO PERM) / NORTH EAST,2000
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274433,4/8/2023,4/8/2023,0,1,35,2,1,,Executive,SEARCH PERSONNEL PRIVATE LIMITED,6000,5000,Monthly,0,Closed,Civil Engineer (LTA Project/A1 Main Con/EAST) - Up to $6000 + Bonus,5500
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274597,4/8/2023,4/8/2023,0,8,114,0,4,,Executive,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,Admin Executive,3000
"[{""id"":15,""category"":""F&B""}]",Permanent,5/8/2023,FALSE,MCF-2023-0173551,4/8/2023,3/4/2023,1,0,36,1,20,,Senior Executive,BONCHON SINGAPORE PTE. LTD.,3000,2000,Monthly,0,Closed,F&B FOH Management Trainee,2500
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274468,4/8/2023,4/8/2023,0,0,40,3,3,,Junior Executive,TRUST RECRUIT PTE. LTD.,2500,2000,Monthly,0,Closed,Logistics Coordinator (West/ Pick up provided/ Coordination/ DO/ Freight Forwarding/ Procurement) CSY,2250
"[{""id"":31,""category"":""Purchasing / Merchandising""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274620,4/8/2023,4/8/2023,0,4,44,3,1,,Executive,HOUSE OF 28 PTE. LTD.,4500,3000,Monthly,0,Closed,Buyer / Senior Buyer (Beauty),3750
"[{""id"":8,""category"":""Customer Service""}]",Full Time,########,FALSE,MCF-2023-0274559,4/8/2023,4/8/2023,0,6,102,3,2,,Executive,ONG RADIO INTERNATIONAL PTE LTD,3800,2000,Monthly,0,Closed,Technical/Operation Executive,2900
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Full Time,########,FALSE,MCF-2023-0274574,########,4/8/2023,1,16,241,1,3,,Executive,RADUGA PTE LTD,3500,2650,Monthly,0,Re-open,"ACCOUNTS EXECUTIVE, Central, Near MRT",3075
"[{""id"":37,""category"":""Security and Investigation""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274590,4/8/2023,4/8/2023,0,11,138,1,20,,Executive,FORTE EMPLOYMENT SERVICES PTE. LTD.,5000,2000,Monthly,0,Closed,Security Officer (MAX GROSS $3200),3500
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,5/8/2023,FALSE,MCF-2023-0178843,4/8/2023,3/6/2023,1,6,92,2,2,,Non-executive,THE LENTOR RESIDENCE PTE LTD,4000,3000,Monthly,0,Closed,Staff Nurse (Home Care),3500
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274587,4/8/2023,4/8/2023,0,15,224,3,1,,Executive,WINGSOVERASIA PTE. LTD.,3200,2700,Monthly,0,Closed,Office Administration & Support Assistant,2950
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":7,""category"":""Consulting""},{""id"":8,""category"":""Customer Service""},{""id"":20,""category"":""Human Resources""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274485,4/8/2023,4/8/2023,0,10,105,0,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,3800,2500,Monthly,0,Closed,Management Trainee (Corporate / Business) - No experience required (Training Provided),3150
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274552,4/8/2023,4/8/2023,0,12,151,4,1,,Fresh/entry level,RANDSTAD PTE. LIMITED,4800,2800,Monthly,0,Closed,Airfreight Logistics Executive (Air Waybill & Export),3800
"[{""id"":21,""category"":""Information Technology""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274618,4/8/2023,4/8/2023,0,4,102,2,1,,Junior Executive,TRUST RECRUIT PTE. LTD.,6500,4500,Monthly,0,Closed,"Network Engineer ( Infrastructure , CCNA , Firewall , Router , Switches ) - URGENT HIRING!!!",5500
"[{""id"":11,""category"":""Engineering""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274438,4/8/2023,4/8/2023,0,0,36,0,3,,Fresh/entry level,TRUST RECRUIT PTE. LTD.,3000,2500,Monthly,0,Closed,R&D Officer/ Engineer (West/ Design/ Project Management/Training provided) CSY,2750
"[{""id"":21,""category"":""Information Technology""}]",Contract,########,FALSE,MCF-2023-0274388,4/8/2023,4/8/2023,0,0,49,5,5,,Senior Executive,QUANTUM INFOTECH SOLUTIONS PTE. LTD.,9000,7000,Monthly,0,Closed,Senior Software Engineer,8000
"[{""id"":15,""category"":""F&B""}]",Part Time,5/8/2023,FALSE,MCF-2023-0066067,4/8/2023,########,2,2,57,1,12,,Junior Executive,BONCHON SINGAPORE PTE. LTD.,2700,1500,Monthly,0,Closed,Urgently F&B Dining Crew @ Compass One,2100
"[{""id"":15,""category"":""F&B""}]",Permanent,5/8/2023,FALSE,MCF-2023-0066047,4/8/2023,########,2,0,52,2,6,,Middle Management,BONCHON SINGAPORE PTE. LTD.,2500,1800,Monthly,0,Closed,F&B Dinning Supervisor @ Multi Location,2150
"[{""id"":21,""category"":""Information Technology""}]",Full Time,########,TRUE,MCF-2023-0274561,4/8/2023,4/8/2023,0,0,28,7,2,,Professional,VVV EMPLOYMENT AGENCY,10200,6100,Monthly,0,Closed,Senior Network Specialist,8150
"[{""id"":3,""category"":""Advertising / Media""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274441,4/8/2023,4/8/2023,0,2,36,3,1,,Senior Executive,SEARCH PERSONNEL PRIVATE LIMITED,5000,4000,Monthly,0,Closed,Key Account Executive/Manager (Advertising/Hunter/Farmer) - Up to $5000 Basic + Commission,4500
"[{""id"":10,""category"":""Education and Training""}]",Full Time,5/8/2023,FALSE,MCF-2023-0068307,4/8/2023,########,1,8,176,0,1,,Non-executive,ZULFA KINDERGARTEN @PASIR RIS PTE. LTD.,2900,2500,Monthly,0,Closed,Early Childhood Educator,2700
"[{""id"":20,""category"":""Human Resources""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274487,4/8/2023,4/8/2023,0,1,75,2,1,,Executive,BAYES RECRUITMENT PTE. LTD.,3800,2300,Monthly,0,Closed,Recruiter,3050
"[{""id"":5,""category"":""Banking and Finance""},{""id"":7,""category"":""Consulting""},{""id"":8,""category"":""Customer Service""},{""id"":21,""category"":""Information Technology""},{""id"":41,""category"":""Others""}]",Contract,5/8/2023,FALSE,MCF-2023-0274483,4/8/2023,4/8/2023,0,1,46,2,1,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,4500,3800,Monthly,0,Closed,Project Assistant Manager (Claim Support) | Up $4500 + Bonus | Contract to PERM ~,4150
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":10,""category"":""Education and Training""}]",Contract,5/8/2023,FALSE,MCF-2023-0274475,4/8/2023,4/8/2023,0,4,50,1,1,,Fresh/entry level,PERSOLKELLY SINGAPORE PTE. LTD.,2700,2000,Monthly,0,Closed,Training Admin Ops | Up $2700 + Bonus | Contract to PERM | Woodleigh ~,2350
"[{""id"":8,""category"":""Customer Service""}]",Contract,5/8/2023,FALSE,MCF-2023-0274457,4/8/2023,4/8/2023,0,0,28,1,1,,Junior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,2800,1800,Monthly,0,Closed,Brand Ambassador | Up $2800 + Bonus | Contract to PERM | Somerset ~,2300
"[{""id"":15,""category"":""F&B""}]",Part Time,########,FALSE,MCF-2023-0173554,########,3/4/2023,2,1,87,1,15,,Junior Executive,BONCHON SINGAPORE PTE. LTD.,3000,1500,Monthly,0,Closed,F&B Dining Crew @ Muliti Location,2250
"[{""id"":8,""category"":""Customer Service""},{""id"":19,""category"":""Hospitality""}]",Full Time,7/8/2023,FALSE,MCF-2023-0211050,6/8/2023,########,2,6,172,2,3,,Executive,UOL CLAYMORE INVESTMENT PTE. LTD.,3200,2500,Monthly,0,Re-open,Guest Service Team Leader (Front Office),2850
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274458,4/8/2023,4/8/2023,0,17,124,1,1,,Executive,PEOPLE PROFILERS PTE. LTD.,5500,4200,Monthly,0,Closed,FINANCE EXECUTIVE - SWISS MNC (Up to $5.2K + AWS + 2 Months Bonus),4850
"[{""id"":15,""category"":""F&B""}]",Permanent,########,FALSE,MCF-2023-0113096,########,########,2,3,58,1,8,,Professional,BONCHON SINGAPORE PTE. LTD.,3000,2000,Monthly,0,Closed,F&B Management Trainee @ Compass One,2500
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,########,FALSE,MCF-2023-0274477,4/8/2023,4/8/2023,0,7,94,2,1,,Junior Executive,GENESIS SEARCH PTE. LTD.,3000,2500,Monthly,0,Closed,Service Administrator,2750
"[{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""}]",Part Time,5/8/2023,FALSE,MCF-2023-0056443,4/8/2023,########,2,2,113,2,5,,Non-executive,BRAWN & BRAINS COFFEE PTE. LTD.,2200,1900,Monthly,0,Closed,Management Trainee,2050
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Full Time,5/8/2023,FALSE,MCF-2023-0274599,4/8/2023,4/8/2023,0,2,57,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,Tuition Coordinator,3000
"[{""id"":10,""category"":""Education and Training""},{""id"":27,""category"":""Medical / Therapy Services""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274443,4/8/2023,4/8/2023,0,0,47,4,1,,Professional,ST ANDREW'S MISSION HOSPITAL,5200,4000,Monthly,0,Closed,Speech & Language Therapist,4600
"[{""id"":15,""category"":""F&B""}]",Part Time,5/8/2023,FALSE,MCF-2023-0066034,4/8/2023,########,2,0,51,1,8,,Junior Executive,BONCHON SINGAPORE PTE. LTD.,2800,1500,Monthly,0,Closed,F&B Kitchen Operation Team Island wide,2150
"[{""id"":15,""category"":""F&B""}]",Part Time,5/8/2023,FALSE,MCF-2023-0113064,4/8/2023,########,1,2,47,1,10,,Executive,BONCHON SINGAPORE PTE. LTD.,2800,1500,Monthly,0,Closed,F&B Dining Crew @ Wisma Atria,2150
"[{""id"":26,""category"":""Marketing / Public Relations""}]",Contract,5/8/2023,FALSE,MCF-2023-0274467,4/8/2023,4/8/2023,0,0,38,1,1,,Fresh/entry level,PERSOLKELLY SINGAPORE PTE. LTD.,2700,2000,Monthly,0,Closed,Marketing Executive Assistant | Up $2700 + Bonus | Contract to PERM | Toa Payoh ~,2350
"[{""id"":35,""category"":""Sales / Retail""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274431,4/8/2023,4/8/2023,0,1,33,1,3,,Junior Executive,TRUST RECRUIT PTE. LTD.,3500,2500,Monthly,0,Closed,Easy ! Sales Executive (West/ B2C/ Water Purifier/ Training provided) Basic + Commission CSY,3000
"[{""id"":10,""category"":""Education and Training""}]",Permanent,5/8/2023,FALSE,MCF-2023-0274446,4/8/2023,4/8/2023,0,8,112,3,3,,Professional,ST ANDREW'S MISSION HOSPITAL,4700,2700,Monthly,0,Closed,Teacher,3700
